Sr_No,Hospital_Name,State,District,Pincode,Ambulance_Phone_No,State_ID,District_ID
15882,Devgiri Nurising Home,Maharashtra,Aurangabad,431107,0,27,515
15883,Vivekanand Polyclinic,Maharashtra,Aurangabad,431120,0,27,515
15884,Awanti Clinic and Nursing Home,Maharashtra,Aurangabad,431133,0,27,515
15885,Gandhi Hospital and Icu Centre,Maharashtra,Beed,414202,0,27,523
15886,Markande Nursing Home,Maharashtra,Beed,414202,0,27,523
15887,Samarth Hospital - Kada,Maharashtra,Beed,414202,0,27,523
15888,Sanap Hospital,Maharashtra,Beed,414203,0,27,523
15889,Anand Hospital,Maharashtra,Beed,431122,0,27,523
15890,"Ashwini Hospital, Beed",Maharashtra,Beed,431122,0,27,523
15891,Chiranjeev Bal Rugnalaya,Maharashtra,Beed,431122,0,27,523
15892,Deep Hospital,Maharashtra,Beed,431122,0,27,523
15893,Dr Lawande Hospital,Maharashtra,Beed,431122,0,27,523
15894,Dr.Khedkar Hospital,Maharashtra,Beed,431122,0,27,523
15895,Ghumre Hospital,Maharashtra,Beed,431122,0,27,523
15896,Karad Hospital Maternity and Nursing Home,Maharashtra,Beed,431122,0,27,523
15897,Katte Accident Hospital,Maharashtra,Beed,431122,0,27,523
15898,Lodha Hospital,Maharashtra,Beed,431122,0,27,523
15899,Mataoshri Hospital,Maharashtra,Beed,431122,0,27,523
15900,Munde Hospital,Maharashtra,Beed,431122,0,27,523
15901,Netradham Obsessed For Complete Eye Care,Maharashtra,Beed,431122,0,27,523
15902,Nityaseva Hospital,Maharashtra,Beed,431122,0,27,523
15903,Patel Accident Hospital,Maharashtra,Beed,431122,0,27,523
15904,Rutuswapn Aarogya Pratisthan / Netradham,Maharashtra,Beed,431122,0,27,523
15905,S.M.S. Hospital and Research Centre,Maharashtra,Beed,431122,0,27,523
15906,Sanjeevani Multi Speciality(Sms) Hospital,Maharashtra,Beed,431122,0,27,523
15907,Shatauyshi Rugnalaya,Maharashtra,Beed,431122,0,27,523
15908,Shree Maternity and Nursing Home,Maharashtra,Beed,431122,0,27,523
15909,Shri Sai Seva Health Care,Maharashtra,Beed,431122,0,27,523
15910,Shri Samat Hospital,Maharashtra,Beed,431122,0,27,523
15911,Shrirang Rughna Seva Sadan,Maharashtra,Beed,431122,0,27,523
15912,Shreya Hospital,Maharashtra,Beed,431123,0,27,523
15913,Sparsh Maternity and Surgical Hospital,Maharashtra,Beed,431124,0,27,523
15914,Ishwarkrupa Multispeciality Hospital,Maharashtra,Beed,431127,0,27,523
15915,Yashwant Hospital and Criticare,Maharashtra,Beed,431131,0,27,523
15916,Karad Hospital,Maharashtra,Beed,431515,0,27,523
15917,V.K.P Foundation Hospital,Maharashtra,Beed,431515,0,27,523
15918,Yashwant Hospital and Critical,Maharashtra,Beed,431515,0,27,523
15919,H.M.G.W.Hospital,Maharashtra,Beed,431517,0,27,523
15920,Mandakini Hospital,Maharashtra,Beed,431517,0,27,523
15921,Nityaseva Hosptial,Maharashtra,Beed,431517,0,27,523
15922,Yogeshwari Hospital,Maharashtra,Beed,431517,0,27,523
15923,Gite Hospital,Maharashtra,Beed,431523,0,27,523
15924,Manorama Hospital and Maternity Home,Maharashtra,Bhandara,441903,0,27,506
15925,Anjan Surgical and Maternity Home,Maharashtra,Bhandara,441904,0,27,506
15926,Bansod Nursing Home,Maharashtra,Bhandara,441904,0,27,506
15927,Dr S Nakade Nakade Nursing Home,Maharashtra,Bhandara,441904,0,27,506
15928,Kukde Nursing Home,Maharashtra,Bhandara,441904,0,27,506
15929,Laksh Hospital Multi Speciality(Vyas Fracture Accident),Maharashtra,Bhandara,441904,0,27,506
15930,Manav Kalyan Kendra Hospital,Maharashtra,Bhandara,441904,0,27,506
15931,Matoshree Dental Clinic,Maharashtra,Bhandara,441904,0,27,506
15932,Meghare Nursing Home,Maharashtra,Bhandara,441904,0,27,506
15933,Nakade Nursing Home,Maharashtra,Bhandara,441904,0,27,506
15934,Rangari Nursing Home,Maharashtra,Bhandara,441904,0,27,506
15935,Sahayog Hospital,Maharashtra,Bhandara,441904,0,27,506
15936,Sukhad Nursing Home,Maharashtra,Bhandara,441904,0,27,506
15937,Vyas Fractur Accident And Ayurveda Hospital,Maharashtra,Bhandara,441904,0,27,506
15938,Shanti Children Hospital,Maharashtra,Bhandara,441909,0,27,506
15939,Bhure Maternity and Children Hospital,Maharashtra,Bhandara,441912,0,27,506
15940,Kochar Nursing Home,Maharashtra,Bhandara,441912,0,27,506
15941,Kodwani Hospital,Maharashtra,Bhandara,441912,0,27,506
15942,Abhijat Multipurpose Society Buldhana,Maharashtra,Buldhana,443001,0,27,500
15943,Akshayjyot Eye Hospital,Maharashtra,Buldhana,443001,0,27,500
15944,Ashirwad Hospital,Maharashtra,Buldhana,443001,0,27,500
15945,"Dr. Chinchole Eye Hospital, Eye Bank and Laser Centre",Maharashtra,Buldhana,443001,0,27,500
15946,"Laddhad Hospital,Buldana",Maharashtra,Buldhana,443001,0,27,500
15947,Navjeevan Hospital,Maharashtra,Buldhana,443001,0,27,500
15948,Sai Nursing,Maharashtra,Buldhana,443001,0,27,500
15949,Sanjeevan Hospital,Maharashtra,Buldhana,443001,0,27,500
15950,Vasantprabha Hi-Tech Multispeciality Hospital,Maharashtra,Buldhana,443001,0,27,500
15951,Life Line Hospital,Maharashtra,Buldhana,443101,0,27,500
15952,Sanjeevani Hospital,Maharashtra,Buldhana,443112,0,27,500
15953,Shree Tuljai Fracture and Accident Hospital,Maharashtra,Buldhana,443201,0,27,500
15954,Ajanta Hospital,Maharashtra,Buldhana,443301,0,27,500
15955,Gabhane Hospital and Icu,Maharashtra,Buldhana,443301,0,27,500
15956,Ingle Hospital,Maharashtra,Buldhana,444303,0,27,500
15957,Life Line Hospital,Maharashtra,Buldhana,444303,0,27,500
15958,Muskan Multispecialty Hospital,Maharashtra,Buldhana,444303,0,27,500
15959,Nayandeep Netra Regunalaya,Maharashtra,Buldhana,444303,0,27,500
15960,Vyanktesh Children Hospital And Premature Baby Uni,Maharashtra,Buldhana,444303,0,27,500
15961,Bukkawar Heart And Critical Care Hospital,Maharashtra,Chandrapur,442401,0,27,509
15962,Christ Hospital,Maharashtra,Chandrapur,442401,0,27,509
15963,Coal City Hospital,Maharashtra,Chandrapur,442401,0,27,509
15964,Ghate Surgical and Maternity Hospital,Maharashtra,Chandrapur,442401,0,27,509
15965,Gulwade Ent Maternity Hospital,Maharashtra,Chandrapur,442401,0,27,509
15966,Katyayini Rugnalaya,Maharashtra,Chandrapur,442401,0,27,509
15967,Ladukar Hospital,Maharashtra,Chandrapur,442401,0,27,509
15968,Manwatkar Multispeciality Hospital,Maharashtra,Chandrapur,442401,0,27,509
15969,Shankar Netralaya,Maharashtra,Chandrapur,442401,0,27,509
15970,Shree Maternity And Nursing Home,Maharashtra,Chandrapur,442401,0,27,509
15971,Shri Mahvir Surgical Hospital,Maharashtra,Chandrapur,442401,0,27,509
15972,Shri Sai Nursing Home,Maharashtra,Chandrapur,442401,0,27,509
15973,Shri Vyankatesh Hospital and Research Center,Maharashtra,Chandrapur,442401,0,27,509
15974,Shushrusha Hospital,Maharashtra,Chandrapur,442401,0,27,509
15975,Shweta Hospital,Maharashtra,Chandrapur,442401,0,27,509
15976,Sushrusha Hospital,Maharashtra,Chandrapur,442401,0,27,509
15977,Sushrut Surgical Hospital,Maharashtra,Chandrapur,442401,0,27,509
15978,Vyankatesh Hospital And Research Centre - Chandrapur,Maharashtra,Chandrapur,442401,0,27,509
15979,Wasnik Hospital,Maharashtra,Chandrapur,442401,0,27,509
15980,Accident Fracture and Backpain Clinic,Maharashtra,Chandrapur,442402,0,27,509
15981,Agrawal Nursing Home,Maharashtra,Chandrapur,442402,0,27,509
15982,Anande Hospital,Maharashtra,Chandrapur,442402,0,27,509
15983,Ankur Hospital,Maharashtra,Chandrapur,442402,0,27,509
15984,Brindavani Hospital,Maharashtra,Chandrapur,442402,0,27,509
15985,Changuna Netralaya,Maharashtra,Chandrapur,442402,0,27,509
15986,Dr. Wasnik Hospital,Maharashtra,Chandrapur,442402,0,27,509
15987,Murkey Icu And Laproscopic Centre,Maharashtra,Chandrapur,442402,0,27,509
15988,Prem Sudha Netralaya,Maharashtra,Chandrapur,442402,0,27,509
15989,Sainani Nursing Home,Maharashtra,Chandrapur,442402,0,27,509
15990,Shobha Health Care and Dialysis Hospital,Maharashtra,Chandrapur,442402,0,27,509
15991,Shri Sai Divine Cure Multispeciality Hospital,Maharashtra,Chandrapur,442402,0,27,509
15992,Shweta Hospital Multispeciality,Maharashtra,Chandrapur,442402,0,27,509
15993,Spandan Heart Hospital,Maharashtra,Chandrapur,442402,0,27,509
15994,Trinity Childrens Hospital,Maharashtra,Chandrapur,442402,0,27,509
15995,Vasant Netralaya,Maharashtra,Chandrapur,442402,0,27,509
15996,Aastha Intensive Care Centre,Maharashtra,Dhule,424001,0,27,498
15997,Akshyadeep Hospital,Maharashtra,Dhule,424001,0,27,498
15998,Apurva Critical Care,Maharashtra,Dhule,424001,0,27,498
15999,Arogya Stone Clinic,Maharashtra,Dhule,424001,0,27,498
16000,Bafna Hospital,Maharashtra,Dhule,424001,0,27,498
16001,Chirantan Hospital,Maharashtra,Dhule,424001,0,27,498
16002,Dr.B.D.Ahirrao Hospital,Maharashtra,Dhule,424001,0,27,498
16003,Jawahar Medical College,Maharashtra,Dhule,424001,0,27,498
16004,Jayawant Hospital and Maternity Home,Maharashtra,Dhule,424001,0,27,498
16005,Life Surgical and Materity Home,Maharashtra,Dhule,424001,0,27,498
16006,Lokmanyaa Hospital,Maharashtra,Dhule,424001,0,27,498
16007,Mahale Accident Hospital,Maharashtra,Dhule,424001,0,27,498
16008,Matruseva Hospital,Maharashtra,Dhule,424001,0,27,498
16009,Mutha Accident Hospital,Maharashtra,Dhule,424001,0,27,498
16010,"Om Medical Foundation and Research Centre, Tirupati",Maharashtra,Dhule,424001,0,27,498
16011,Patil Accident Hospital,Maharashtra,Dhule,424001,0,27,498
16012,Plastic Surgery And Burns Hospital,Maharashtra,Dhule,424001,0,27,498
16013,Ram Surgical Hospital,Maharashtra,Dhule,424001,0,27,498
16014,Sai Ram Hospital,Maharashtra,Dhule,424001,0,27,498
16015,Samarth Hospital and Cancer Clinic,Maharashtra,Dhule,424001,0,27,498
16016,Shree Netralaya,Maharashtra,Dhule,424001,0,27,498
16017,Sumalti Surgical Hospital,Maharashtra,Dhule,424001,0,27,498
16018,Suyash Hospital,Maharashtra,Dhule,424001,0,27,498
16019,Tajnaksh Healthcare,Maharashtra,Dhule,424001,0,27,498
16020,Tushar Hospital,Maharashtra,Dhule,424001,0,27,498
16021,Vardhaman Hospital,Maharashtra,Dhule,424001,0,27,498
16022,Venkatesh Health Care and Research Institute,Maharashtra,Dhule,424001,0,27,498
16023,Niramaya Cancer Hospital,Maharashtra,Dhule,424002,0,27,498
16024,Sai Hospital,Maharashtra,Dhule,424002,0,27,498
16025,Sanjeevan Hospital,Maharashtra,Dhule,424002,0,27,498
16026,Sharda Netralay,Maharashtra,Dhule,424002,0,27,498
16027,Shri Siddheshwar Multispeciality Hospital,Maharashtra,Dhule,424002,0,27,498
16028,Spandan Hospital Dhule,Maharashtra,Dhule,424002,0,27,498
16029,Sudha Health Care Pvt. Ltd,Maharashtra,Dhule,424002,0,27,498
16030,Suman Hospital,Maharashtra,Dhule,424002,0,27,498
16031,Sushrut Hospital,Maharashtra,Dhule,424002,0,27,498
16032,Abhay Accident And Maternity Hospital,Maharashtra,Dhule,424004,0,27,498
16033,Maher Hospital,Maharashtra,Dhule,424005,0,27,498
16034,Vimal Maternity Home and Gajanan Infertility Clinic,Maharashtra,Dhule,424005,0,27,498
16035,Niranjan Hopital,Maharashtra,Dhule,424303,0,27,498
16036,Akalade Hospital,Maharashtra,Dhule,424304,0,27,498
16037,Tushar Clinic and Maternity Home,Maharashtra,Dhule,424304,0,27,498
16038,Ninad Hospital and Nursing Home,Maharashtra,Dhule,424306,0,27,498
16039,Navjeevan Hospital and E.F.G. Clinic,Maharashtra,Dhule,424311,0,27,498
16040,Gaurav Hospital,Maharashtra,Dhule,425405,0,27,498
16041,Milind Surgical And Meternity Hospital,Maharashtra,Dhule,425405,0,27,498
16042,Dr. Tongaonkar Hospital,Maharashtra,Dhule,425408,0,27,498
16043,Sai Balrugnalaya,Maharashtra,Dhule,425408,0,27,498
16044,Dr.Holi Polyclinic and Research Centre,Maharashtra,Gadchiroli,442603,0,27,508
16045,Shri Sai Maternity andN Surgical Home,Maharashtra,Gadchiroli,442603,0,27,508
16046,Birelliwar Nursing Home,Maharashtra,Gadchiroli,442703,0,27,508
16047,B J Hospital and Research Institite,Maharashtra,Gondia,441601,0,27,507
16048,Bahekar Nursing Home,Maharashtra,Gondia,441601,0,27,507
16049,Dr.Sudhir Karlekar Hospital,Maharashtra,Gondia,441601,0,27,507
16050,Gondia Hospital And Medical Research Centre,Maharashtra,Gondia,441601,0,27,507
16051,Jaipuria Nursing Home,Maharashtra,Gondia,441601,0,27,507
16052,Ratnaparkhi Nursing Home,Maharashtra,Gondia,441601,0,27,507
16053,Somani Nursing Home,Maharashtra,Gondia,441601,0,27,507
16054,Ayusha Critical Care,Maharashtra,Gondia,441614,0,27,507
16055,Central Hospital And Critical Care Centre - Gondia,Maharashtra,Gondia,441614,0,27,507
16056,Dharaskar Nursing Home,Maharashtra,Gondia,441614,0,27,507
16057,Gondia Hospital and Medical Research Center,Maharashtra,Gondia,441614,0,27,507
16058,I Care Nursing Home,Maharashtra,Gondia,441614,0,27,507
16059,Balaji Nursing Home,Maharashtra,Gondia,441801,0,27,507
16060,Ahilia Netralaya and Maternity Centre,Maharashtra,Hingoli,431513,0,27,512
16061,Dhanwantari Critical Care I C U,Maharashtra,Hingoli,431513,0,27,512
16062,Om Hospital,Maharashtra,Hingoli,431513,0,27,512
16063,Sant Tukaram Hospital And Criticare Centre,Maharashtra,Hingoli,431513,0,27,512
16064,Shri Vinayak Hospital and Pathology Lab,Maharashtra,Hingoli,431513,0,27,512
16065,Snehal Nursing Home,Maharashtra,Hingoli,431513,0,27,512
16066,Venkatesh Netralaya,Maharashtra,Hingoli,431513,0,27,512
16067,Dirghayu Hospital and Nursing Home,Maharashtra,Hingoli,431702,0,27,512
16068,Asha Maternity Children S Hospital,Maharashtra,Jalgaon,424101,0,27,499
16069,Deore Hospital Chalisgaon,Maharashtra,Jalgaon,424101,0,27,499
16070,Matoshri Accident Hospital,Maharashtra,Jalgaon,424101,0,27,499
16071,Om Netralaya And Dental Clinic,Maharashtra,Jalgaon,424101,0,27,499
16072,Siddhi Vinayak Medicentres Pvt. Ltd.,Maharashtra,Jalgaon,424101,0,27,499
16073,Stree Chaitanya Maternity and Surgical Nursing Home,Maharashtra,Jalgaon,424101,0,27,499
16074,Vijay Hospital,Maharashtra,Jalgaon,424101,0,27,499
16075,Dawalbhakta Eye Hospital,Maharashtra,Jalgaon,424201,0,27,499
16076,Shriniwas Hospital,Maharashtra,Jalgaon,424201,0,27,499
16077,Muktai Hospital,Maharashtra,Jalgaon,424206,0,27,499
16078,Aarogyam Advanced Surgical Centre,Maharashtra,Jalgaon,425001,0,27,499
16079,Ankur Childrens Hospital,Maharashtra,Jalgaon,425001,0,27,499
16080,Arogya Deep Hospital,Maharashtra,Jalgaon,425001,0,27,499
16081,Arya Hospital,Maharashtra,Jalgaon,425001,0,27,499
16082,Atharva Hospital Criticare General and Dental Centre,Maharashtra,Jalgaon,425001,0,27,499
16083,Athavale Eye Care And Laser Centre,Maharashtra,Jalgaon,425001,0,27,499
16084,Bhatia Hospital,Maharashtra,Jalgaon,425001,0,27,499
16085,Bhirud Hospital,Maharashtra,Jalgaon,425001,0,27,499
16086,Chandrama Hospital,Maharashtra,Jalgaon,425001,0,27,499
16087,Chinmay Hospital And Critcal Care Centre,Maharashtra,Jalgaon,425001,0,27,499
16088,Chirayu Childrens Critical Care Centre - Jalgaon,Maharashtra,Jalgaon,425001,0,27,499
16089,"Damani Maternity and Surgical Hospital,Jalgaon",Maharashtra,Jalgaon,425001,0,27,499
16090,Dipika Hospital,Maharashtra,Jalgaon,425001,0,27,499
16091,Disha Eye Hospital,Maharashtra,Jalgaon,425001,0,27,499
16092,Doshi Hospital,Maharashtra,Jalgaon,425001,0,27,499
16093,Dr Sunil V Chaudhari Hospital,Maharashtra,Jalgaon,425001,0,27,499
16094,Dr. Datar E.N.T. Hospital,Maharashtra,Jalgaon,425001,0,27,499
16095,Dr. Nandini Athavales Hospital For Children And Ne,Maharashtra,Jalgaon,425001,0,27,499
16096,Dr. Ramakant Patil Hospital,Maharashtra,Jalgaon,425001,0,27,499
16097,Gajanan Heart and Eye Hospital,Maharashtra,Jalgaon,425001,0,27,499
16098,Gajre Hospital Neuro Centre,Maharashtra,Jalgaon,425001,0,27,499
16099,Ganpati Hospital - Jalgaon,Maharashtra,Jalgaon,425001,0,27,499
16100,Gayatri Urological Surgical Hospital,Maharashtra,Jalgaon,425001,0,27,499
16101,Godavari Hospital and Maternity Home,Maharashtra,Jalgaon,425001,0,27,499
16102,Godavari Hospital And Sonography Centre,Maharashtra,Jalgaon,425001,0,27,499
16103,Godawari Foudation,Maharashtra,Jalgaon,425001,0,27,499
16104,Gokul Hospital,Maharashtra,Jalgaon,425001,0,27,499
16105,Gurudev Hospital And Prasuti Gruh,Maharashtra,Jalgaon,425001,0,27,499
16106,Heramb Netralaya,Maharashtra,Jalgaon,425001,0,27,499
16107,Indo-American Cardio Vascular Center,Maharashtra,Jalgaon,425001,0,27,499
16108,Jalgaon Heart Institute Ltd. / Indoamerican Cardiovascular Center,Maharashtra,Jalgaon,425001,0,27,499
16109,Jawale Hospital,Maharashtra,Jalgaon,425001,0,27,499
16110,Jeevan Nursing Home,Maharashtra,Jalgaon,425001,0,27,499
16111,K.K.Nursing Home,Maharashtra,Jalgaon,425001,0,27,499
16112,Kamal Hospital and Maternity Home,Maharashtra,Jalgaon,425001,0,27,499
16113,Khadke Hospital,Maharashtra,Jalgaon,425001,0,27,499
16114,Kochars Hospital,Maharashtra,Jalgaon,425001,0,27,499
16115,Kusumshri Nursing Home,Maharashtra,Jalgaon,425001,0,27,499
16116,Lilawati Accident Hospital,Maharashtra,Jalgaon,425001,0,27,499
16117,Madhur Urologi and Clinic,Maharashtra,Jalgaon,425001,0,27,499
16118,Mansai Hospital,Maharashtra,Jalgaon,425001,0,27,499
16119,Manshanti Hospital,Maharashtra,Jalgaon,425001,0,27,499
16120,Matruseva Hospital,Maharashtra,Jalgaon,425001,0,27,499
16121,Mauli Hospital,Maharashtra,Jalgaon,425001,0,27,499
16122,Mulik Netra Chikitsalaya,Maharashtra,Jalgaon,425001,0,27,499
16123,Muthe Hospital,Maharashtra,Jalgaon,425001,0,27,499
16124,Naval Hospital and Ivf-Icsi Centre,Maharashtra,Jalgaon,425001,0,27,499
16125,Nemade Hospital and Nemade Institute Of Psychiatry,Maharashtra,Jalgaon,425001,0,27,499
16126,Nimjai Healthcare( Pvt) L T D,Maharashtra,Jalgaon,425001,0,27,499
16127,Nirmaldeep Eye Hospital and Phaco Centre,Maharashtra,Jalgaon,425001,0,27,499
16128,Nityaseva Nursing Home,Maharashtra,Jalgaon,425001,0,27,499
16129,Om Critical Care And Trauma Centre,Maharashtra,Jalgaon,425001,0,27,499
16130,Padmavati Hospital,Maharashtra,Jalgaon,425001,0,27,499
16131,Parshwa Netralaya,Maharashtra,Jalgaon,425001,0,27,499
16132,Patel Hospital and Maternity Home,Maharashtra,Jalgaon,425001,0,27,499
16133,Prabha Clinic,Maharashtra,Jalgaon,425001,0,27,499
16134,Raisoni Hospital,Maharashtra,Jalgaon,425001,0,27,499
16135,Rajas Hospital,Maharashtra,Jalgaon,425001,0,27,499
16136,Rote Hospital,Maharashtra,Jalgaon,425001,0,27,499
16137,Sahara Accident and Orthopedic Super Speciality Hosp,Maharashtra,Jalgaon,425001,0,27,499
16138,Sanjeevan Heart Hospital,Maharashtra,Jalgaon,425001,0,27,499
16139,"Sanjivani Hospital, Jalgaon",Maharashtra,Jalgaon,425001,0,27,499
16140,"Saraswati Hospital, Jalgoan",Maharashtra,Jalgaon,425001,0,27,499
16141,Shanti Orthopaedics Hospital and Reseaech Centre,Maharashtra,Jalgaon,425001,0,27,499
16142,Sheetal Hospital,Maharashtra,Jalgaon,425001,0,27,499
16143,Shobha Hopsital,Maharashtra,Jalgaon,425001,0,27,499
16144,"Shraddha Hospital, Jalgaon",Maharashtra,Jalgaon,425001,0,27,499
16145,Shree Gajanan Heart and Eye Hospitals Pvt. Ltd,Maharashtra,Jalgaon,425001,0,27,499
16146,Shree Gayatri Hospital,Maharashtra,Jalgaon,425001,0,27,499
16147,Shree Samarth Mansopchar Hospital,Maharashtra,Jalgaon,425001,0,27,499
16148,Shree Swaminatayan Surgical Hospital and Laparoscopy Centre,Maharashtra,Jalgaon,425001,0,27,499
16149,Shreesai Medical Foundation,Maharashtra,Jalgaon,425001,0,27,499
16150,Shri Naval Hospital And Ivf Center,Maharashtra,Jalgaon,425001,0,27,499
16151,Shri Saileela Accident Hospital,Maharashtra,Jalgaon,425001,0,27,499
16152,Siddhivinayak Hospital,Maharashtra,Jalgaon,425001,0,27,499
16153,Sidhesh Hospital,Maharashtra,Jalgaon,425001,0,27,499
16154,Srushti Hospital,Maharashtra,Jalgaon,425001,0,27,499
16155,Sudatta Orthopaedic Hospital,Maharashtra,Jalgaon,425001,0,27,499
16156,Sudeep Hospital,Maharashtra,Jalgaon,425001,0,27,499
16157,Sukhanjali Hospital,Maharashtra,Jalgaon,425001,0,27,499
16158,Vardan Maternity Hospital,Maharashtra,Jalgaon,425001,0,27,499
16159,Vardhaman Accident Hospital,Maharashtra,Jalgaon,425001,0,27,499
16160,Vatshalya Maternity Hospital and Infertility Clinic,Maharashtra,Jalgaon,425001,0,27,499
16161,Vijayendra Hospital and Maternity Home,Maharashtra,Jalgaon,425001,0,27,499
16162,Vimal Nursing Home,Maharashtra,Jalgaon,425001,0,27,499
16163,Vinod Hospital,Maharashtra,Jalgaon,425001,0,27,499
16164,Chopade Accident Hospital,Maharashtra,Jalgaon,425002,0,27,499
16165,Kolhe Hospital,Maharashtra,Jalgaon,425002,0,27,499
16166,Sahyog Critical Care Centre,Maharashtra,Jalgaon,425002,0,27,499
16167,Shree Surgical And Maternity Home,Maharashtra,Jalgaon,425002,0,27,499
16168,Siddhesh Hospitals,Maharashtra,Jalgaon,425002,0,27,499
16169,Swastik Surgical and Dental Hospital,Maharashtra,Jalgaon,425002,0,27,499
16170,Vishwaprabha Hospital,Maharashtra,Jalgaon,425002,0,27,499
16171,Vivekanand Netralaya and Phaco Center,Maharashtra,Jalgaon,425002,0,27,499
16172,Astha Plastic and Cosmetic Surgery Centre,Maharashtra,Jalgaon,425107,0,27,499
16173,"Shree Anagha Dutt Hospital,Chopda",Maharashtra,Jalgaon,425107,0,27,499
16174,Shri Anghadatta Hospital,Maharashtra,Jalgaon,425107,0,27,499
16175,Shri Nrusinha Hospital,Maharashtra,Jalgaon,425107,0,27,499
16176,"Vivekanand Hospital - Chopda,Jalgaon",Maharashtra,Jalgaon,425107,0,27,499
16177,Dr. Gupta E.N.T. Hospital,Maharashtra,Jalgaon,425127,0,27,499
16178,Radhika Hospital,Maharashtra,Jalgaon,425127,0,27,499
16179,Arpan Hospital,Maharashtra,Jalgaon,425201,0,27,499
16180,Bhirud Hospital,Maharashtra,Jalgaon,425201,0,27,499
16181,Dr Manwatkar Hospital,Maharashtra,Jalgaon,425201,0,27,499
16182,E.N.T. And Eye Hospital,Maharashtra,Jalgaon,425201,0,27,499
16183,Kelkar Hospital,Maharashtra,Jalgaon,425201,0,27,499
16184,Khanapurkar Maternity Hospital and Sonography,Maharashtra,Jalgaon,425201,0,27,499
16185,Lokhande Hospital,Maharashtra,Jalgaon,425201,0,27,499
16186,Manvatkar Hos.,Maharashtra,Jalgaon,425201,0,27,499
16187,Naik Hospital,Maharashtra,Jalgaon,425201,0,27,499
16188,Nehete Hospital and Sonography Centre,Maharashtra,Jalgaon,425201,0,27,499
16189,Pushpa Surgical Hospital - Bhusawal,Maharashtra,Jalgaon,425201,0,27,499
16190,Sai Pushpa Hospital,Maharashtra,Jalgaon,425201,0,27,499
16191,Soniccha Accident Hospital,Maharashtra,Jalgaon,425201,0,27,499
16192,Spandan Hospital,Maharashtra,Jalgaon,425201,0,27,499
16193,Vishwanath Hospital,Maharashtra,Jalgaon,425201,0,27,499
16194,Yashshree Hospital,Maharashtra,Jalgaon,425201,0,27,499
16195,Maher Hospital,Maharashtra,Jalgaon,425301,0,27,499
16196,Amar Hospital,Maharashtra,Jalgaon,425401,0,27,499
16197,Durga Hospital,Maharashtra,Jalgaon,425401,0,27,499
16198,Ganesh Hospital,Maharashtra,Jalgaon,425401,0,27,499
16199,Madhu-Prabhab Childrens Hospital,Maharashtra,Jalgaon,425502,0,27,499
16200,Mahajan Maternity And Children Hospital,Maharashtra,Jalgaon,425503,0,27,499
16201,Sushrut Hospital,Maharashtra,Jalgaon,425503,0,27,499
16202,Janki Prasutigrih and Children Hospital,Maharashtra,Jalgaon,425508,0,27,499
16203,Mauli Hospital and Maternity Home,Maharashtra,Jalgaon,425508,0,27,499
16204,Samruddhi Hospital,Maharashtra,Jalgaon,425508,0,27,499
16205,Varth Dental Clinic,Maharashtra,Jalgaon,425508,0,27,499
16206,Aai Maternity Hospital and Nursing Home,Maharashtra,Jalna,431203,0,27,514
16207,Deepak Hospital,Maharashtra,Jalna,431203,0,27,514
16208,Despande Home and Maternity Home,Maharashtra,Jalna,431203,0,27,514
16209,Dhankani Hospital,Maharashtra,Jalna,431203,0,27,514
16210,Gopal Hospital,Maharashtra,Jalna,431203,0,27,514
16211,Goyal Hospital,Maharashtra,Jalna,431203,0,27,514
16212,Jai Shree Hospital,Maharashtra,Jalna,431203,0,27,514
16213,Jalna Mission Hospital - Jalna,Maharashtra,Jalna,431203,0,27,514
16214,Karwa Hospital,Maharashtra,Jalna,431203,0,27,514
16215,Mantri Surgical And Maternity Hospital - Jalna,Maharashtra,Jalna,431203,0,27,514
16216,Mathruchaya Hospital,Maharashtra,Jalna,431203,0,27,514
16217,Matruseva Hospital,Maharashtra,Jalna,431203,0,27,514
16218,Ostwal Hospital,Maharashtra,Jalna,431203,0,27,514
16219,Sahyadri -Jalna Mission Hospital,Maharashtra,Jalna,431203,0,27,514
16220,Shree Surgical Hospital,Maharashtra,Jalna,431203,0,27,514
16221,Shri Ganapati Neralaya. (Division Of Mahyco Trust),Maharashtra,Jalna,431203,0,27,514
16222,Shri Gurunanak Critical Care and Hospital,Maharashtra,Jalna,431203,0,27,514
16223,Soni Hospital,Maharashtra,Jalna,431203,0,27,514
16224,Unhale Hospital,Maharashtra,Jalna,431203,0,27,514
16225,Joshi Hospital,Maharashtra,Jalna,431204,0,27,514
16226,Shyamdip Critical Care,Maharashtra,Jalna,431208,0,27,514
16227,Sri Ganapathi Nethralaya,Maharashtra,Jalna,431213,0,27,514
16228,Child Hospital and Premature Care Centre / Niramay Bal Rugnalay,Maharashtra,Kolhapur,416001,0,27,530
16229,Chougule Hospital,Maharashtra,Kolhapur,416001,0,27,530
16230,Dr Prasad S Desai Hospital,Maharashtra,Kolhapur,416001,0,27,530
16231,Grace Heart and Health Foundation,Maharashtra,Kolhapur,416001,0,27,530
16232,Jaya Urology Hospital,Maharashtra,Kolhapur,416001,0,27,530
16233,Jyotirling Hospital,Maharashtra,Kolhapur,416001,0,27,530
16234,Kapale Hospital - Kolhapur,Maharashtra,Kolhapur,416001,0,27,530
16235,Maher Hospital,Maharashtra,Kolhapur,416001,0,27,530
16236,Meera Nursing Home,Maharashtra,Kolhapur,416001,0,27,530
